id_client,sex,marital_status,age,flag_res_phone,area_code_res_phone,payment_day,residence_type,months_in_residence,months_in_the_job,profession_code,flag_other_card,flag_mobile_phone,flag_contact_phone,personal_net_income,quant_add_cards,bad
4160,F,D,34,Y,31,12,C,12,12,725,N,N,N,180,0,0
4163,M,S,24,Y,31,1,C,240,24,219,N,N,N,450,0,0
4164,F,S,34,Y,31,18,P,120,108,210,N,N,N,749,0,0
4166,M,S,37,Y,50,8,P,48,24,521,N,N,N,433,0,0
4167,F,C,31,Y,31,28,P,360,24,999,N,N,N,600,0,1
4170,F,C,30,Y,31,1,P,96,12,34,N,N,N,1325,0,0
4173,F,C,45,Y,27,20,P,156,240,717,N,N,N,800,0,0
4174,F,O,39,Y,23,12,P,36,12,131,N,N,N,300,0,0
4178,M,C,55,Y,31,8,P,276,204,167,N,N,N,1224,1,0
4180,F,S,18,Y,31,12,P,96,0,999,N,N,N,200,0,0
4181,F,C,34,N,50,18,P,48,24,30,N,N,N,193,0,0
4188,F,S,58,Y,50,18,P,144,36,26,N,N,N,337,0,0
4189,M,S,19,N,50,25,P,240,12,39,N,N,N,235,0,0
4190,M,C,35,Y,31,8,O,12,24,521,N,N,N,372,0,0
4195,F,C,50,Y,50,25,A,12,12,703,N,N,N,180,0,0
4204,F,C,47,N,31,18,P,168,228,713,N,N,N,660,0,0
4205,F,D,59,N,50,18,P,360,120,26,N,N,N,250,0,0
4207,M,C,23,N,50,12,A,36,36,721,N,N,N,360,0,0
4210,F,S,19,Y,50,8,P,228,24,131,N,N,N,255,0,1
4211,F,V,47,Y,5,3,P,240,60,703,N,N,N,439,0,0
4212,F,S,31,N,50,20,P,360,216,712,N,N,N,800,0,0
4213,M,S,21,N,31,18,C,252,24,26,N,N,N,310,0,0
4214,F,S,49,Y,50,25,A,12,36,210,N,N,N,1100,0,0
4215,M,C,42,Y,31,12,P,72,36,713,N,N,N,1141,0,0
4218,F,S,34,Y,31,28,C,360,0,950,N,N,N,400,0,0
4221,F,D,49,Y,31,12,P,192,36,43,N,N,N,1000,0,1
4224,F,S,21,N,31,20,P,120,12,654,N,N,N,308,0,1
4225,M,C,35,Y,31,8,P,360,180,119,N,N,N,500,0,0
4228,F,D,43,Y,31,12,A,12,12,950,N,N,N,300,0,0
4229,F,O,32,N,50,28,A,36,12,131,N,N,N,250,0,0
4231,F,S,33,Y,31,28,P,204,72,728,N,N,N,2000,0,0
4233,M,S,19,Y,50,12,C,24,0,24,N,N,N,270,0,1
4237,F,S,19,Y,31,16,P,12,12,26,N,N,N,201,0,0
4238,F,C,59,Y,31,12,P,264,120,703,N,N,N,180,0,0
4240,M,S,31,Y,31,12,P,120,12,60,N,N,N,321,0,1
4241,M,C,36,Y,31,23,P,312,72,106,N,N,N,505,0,0
4242,F,S,29,Y,31,1,A,12,12,654,N,N,N,400,1,0
4244,F,S,25,Y,50,20,P,300,60,61,N,N,N,280,0,0
4246,F,S,19,N,50,12,P,12,12,950,N,N,N,225,0,1
4247,M,S,32,N,50,12,C,168,0,855,N,N,N,180,0,0
4248,F,S,40,N,50,1,P,144,12,26,N,N,N,233,0,0
4253,M,C,24,Y,31,3,P,96,60,999,N,N,N,200,0,0
4254,F,S,20,Y,31,20,P,240,60,950,N,N,N,500,0,0
4262,F,C,50,Y,31,12,P,360,72,855,N,N,N,279.97,0,0
4264,F,O,21,Y,31,25,P,24,24,950,N,N,N,1200,0,0
4265,F,S,19,Y,5,20,P,24,12,302,N,N,N,180,0,0
4266,M,S,18,Y,5,8,P,60,0,60,N,N,N,285,0,1
4267,F,C,23,Y,31,9,P,120,12,520,N,N,N,300,0,0
4269,M,S,21,Y,5,20,P,12,12,24,N,N,N,248,0,0
4270,F,S,65,Y,31,25,P,12,0,13,N,N,N,1050,0,0
4271,F,D,41,Y,23,28,P,60,36,113,N,N,N,1500,0,0
4272,F,C,31,Y,50,12,A,24,12,32,N,N,N,350,0,1
4275,F,S,19,Y,31,25,P,156,0,999,N,N,N,200,0,0
4277,M,S,36,Y,31,12,P,360,0,652,N,N,N,1222,0,0
4278,F,O,24,N,50,12,P,48,24,79,N,N,N,304,0,1
4281,F,S,48,Y,31,18,A,120,0,704,N,N,N,2400,0,0
4284,M,S,21,Y,50,25,P,264,12,60,N,N,N,220,0,0
4297,F,O,40,Y,31,8,O,12,12,78,N,N,N,450,0,0
4299,F,S,46,Y,31,8,P,84,216,205,N,N,N,700,0,0
4302,M,S,33,Y,31,8,P,12,36,863,N,N,N,683,0,1
4303,F,S,19,N,50,20,P,228,12,950,N,N,N,300,0,0
4304,F,S,34,Y,31,8,P,12,12,165,N,N,N,320,0,0
4305,F,S,21,Y,50,8,P,120,12,801,N,N,N,750,0,0
4306,M,C,35,Y,31,25,P,144,156,36,N,N,N,985,0,1
4307,F,V,42,N,50,12,O,240,144,703,N,N,N,180,0,0
4308,F,S,21,Y,31,12,P,48,12,853,N,N,N,700,0,0
4309,F,C,36,Y,31,18,P,120,36,61,N,N,N,300,0,1
4311,F,S,48,Y,31,20,P,60,12,129,N,N,N,398,0,0
4312,F,S,27,Y,31,20,P,240,60,950,N,N,N,253,0,0
4324,F,V,45,Y,31,20,P,480,12,703,N,N,N,1577,1,1
4326,F,C,36,Y,5,28,P,12,12,305,N,N,N,800,0,0
4327,F,C,50,Y,31,16,P,336,12,100,N,N,N,300,0,0
4332,F,S,20,N,50,20,P,240,12,999,N,N,N,200,0,0
4333,F,S,44,Y,50,18,P,24,24,205,N,N,N,300,0,0
4334,M,S,33,N,50,18,P,12,144,40,N,N,N,540,0,0
4335,F,O,22,Y,50,18,P,264,12,999,N,N,N,200,0,1
4337,M,D,50,N,50,12,P,120,72,953,N,N,N,430,0,1
4341,F,O,33,Y,31,12,A,84,120,43,N,N,N,1500,0,0
4342,F,C,40,N,50,20,P,216,24,107,N,N,N,728,0,1
4344,M,S,22,Y,31,8,P,240,24,40,N,N,N,300,0,0
4347,F,S,21,Y,31,12,P,48,12,131,N,N,N,270,0,1
4348,F,C,47,Y,31,12,A,204,120,131,N,N,N,1200,0,0
4350,F,V,66,Y,31,28,P,120,0,725,N,N,N,1000,2,0
4351,M,C,40,Y,5,20,P,480,132,79,N,N,N,588,1,1
4354,M,S,28,Y,31,8,P,312,60,950,N,N,N,830,0,0
4355,F,C,26,N,31,23,P,120,132,999,N,N,N,312,0,0
4356,M,O,27,Y,31,3,P,24,0,999,N,N,N,350,0,0
4358,F,S,30,Y,31,25,P,360,12,40,N,N,N,411,0,1
4363,F,C,20,Y,31,8,P,12,36,39,N,N,N,345,0,0
4365,F,S,19,Y,31,20,P,228,12,950,N,N,N,260,0,0
4366,M,S,21,Y,5,18,P,264,12,26,N,N,N,240,0,1
4376,F,C,36,Y,31,8,P,84,108,131,N,N,N,400,0,1
4377,M,S,18,Y,31,12,P,108,12,999,N,N,N,400,0,1
4378,M,C,41,N,31,3,P,120,0,105,N,N,N,1000,0,0
4381,F,C,29,Y,31,18,P,72,120,210,N,N,N,643,0,0
4383,F,C,48,Y,31,8,A,12,0,131,N,N,N,242,0,0
4387,M,S,23,Y,31,18,A,12,0,999,N,N,N,266,0,0
4390,F,S,22,Y,31,20,P,12,12,999,N,N,N,571,0,0
4392,F,C,35,Y,31,8,P,120,60,132,N,N,N,1175,0,0
4393,F,S,22,Y,31,8,C,252,0,712,N,N,N,300,0,1
4394,F,S,20,Y,31,3,P,240,12,801,N,N,N,201,0,0
4395,F,C,36,Y,31,12,P,120,120,717,N,N,N,1100,0,0
4398,F,S,43,Y,50,12,P,132,300,713,N,N,N,2006,0,0
4399,F,S,50,Y,31,20,P,288,144,113,N,N,N,800,0,1
4400,F,S,29,N,31,18,P,348,12,26,N,N,N,220,0,0
4406,M,S,20,N,50,3,C,24,12,999,N,N,N,360,0,0
4407,M,S,29,N,50,20,P,60,12,999,N,N,N,350,0,1
4410,M,O,54,Y,50,3,A,12,324,129,N,N,N,650,1,0
4411,F,S,23,Y,31,20,P,288,0,213,N,N,N,200,0,0
4412,F,C,56,Y,23,18,P,36,0,13,N,N,N,569,1,0
4419,F,S,22,Y,31,25,P,264,36,654,N,N,N,350,0,0
4420,M,S,35,Y,31,18,P,48,48,220,N,N,N,1200,0,0
4423,F,C,34,Y,50,18,P,408,48,855,N,N,N,220,0,0
4424,F,C,31,N,31,18,P,144,120,950,N,N,N,400,0,0
4426,F,S,46,Y,31,12,A,48,120,999,N,N,N,700,0,0
4427,F,S,21,Y,31,22,C,192,12,807,N,N,N,300,0,0
4431,M,S,32,Y,50,8,P,12,132,79,N,N,N,705,1,0
4433,F,S,21,Y,50,20,P,240,24,801,N,N,N,250,0,0
4434,F,C,33,Y,31,28,A,12,12,72,N,N,N,220,0,0
4436,M,O,27,Y,31,8,O,12,12,707,N,N,N,420,1,0
4437,F,S,48,Y,31,12,P,120,36,921,N,N,N,3500,0,0
4438,F,V,35,N,50,28,P,240,192,501,N,N,N,300,0,0
4440,F,S,35,Y,31,12,P,432,12,950,N,N,N,200,0,0
4444,M,S,18,N,50,8,P,216,12,40,N,N,N,180,0,1
4447,F,S,30,Y,31,12,A,48,12,853,N,N,N,240,0,0
4450,F,S,21,Y,50,3,P,120,12,999,N,N,N,300,0,0
4451,F,S,37,Y,31,28,P,120,72,305,N,N,N,2219,1,0
4453,F,S,40,N,50,12,P,480,48,40,N,N,N,227,0,0
4454,F,S,41,Y,5,18,C,84,288,703,N,N,N,2200,0,0
4455,M,C,39,Y,5,12,A,120,0,717,N,N,N,600,0,0
4457,F,S,20,Y,31,8,A,36,12,999,N,N,N,172,0,0
4459,F,C,20,Y,31,12,P,144,0,950,N,N,N,218,0,1
4460,F,S,25,Y,31,25,A,180,12,999,N,N,N,480,0,0
4462,M,S,21,N,31,28,P,48,12,999,N,N,N,305,0,0
4463,F,S,44,Y,31,8,P,120,0,13,N,N,N,1160,0,1
4464,M,C,46,Y,31,8,P,240,180,999,N,N,N,1100,1,0
4467,M,C,20,Y,31,8,C,144,12,514,N,N,N,1600,0,0
4469,F,C,40,Y,31,12,P,24,72,12,N,N,N,1410,2,0
4472,F,S,20,Y,31,8,P,204,12,514,N,N,N,598,0,1
4473,F,S,31,Y,50,12,P,324,12,60,N,N,N,180,0,1
4480,M,S,40,N,50,28,P,360,0,999,N,N,N,26804,0,0
4481,M,C,38,Y,31,28,A,120,12,506,N,N,N,300,0,0
4482,F,V,58,Y,31,12,P,600,0,703,N,N,N,360,0,0
4486,M,C,30,N,50,20,P,48,0,26,N,N,N,0,0,0
4491,F,S,18,Y,5,20,C,108,12,29,N,N,N,320,0,0
4492,M,S,21,N,50,3,P,180,0,806,N,N,N,400,0,1
4494,F,S,22,N,50,20,P,96,0,131,N,N,N,300,0,0
4501,F,C,37,Y,31,12,P,120,24,264,N,N,N,427,0,0
4505,F,S,22,Y,31,23,P,360,12,999,N,N,N,220,0,1
4506,F,S,53,Y,31,12,P,204,12,131,N,N,N,350,0,0
4509,M,S,41,Y,31,18,A,96,240,865,N,N,N,1000,0,0
4510,F,C,50,Y,31,12,P,312,0,999,N,N,N,270,0,0
4511,F,S,25,Y,31,18,C,240,60,72,N,N,N,1095,2,0
4514,F,S,40,Y,31,28,P,480,12,210,N,N,N,200,0,1
4515,M,C,36,Y,50,28,P,180,60,521,N,N,N,900,0,0
4517,M,C,66,Y,31,8,P,96,96,13,N,N,N,364,1,0
4518,M,S,20,Y,31,3,A,12,12,118,N,N,N,350,0,1
4519,M,D,30,N,5,8,P,360,12,999,N,N,N,240,0,0
4520,F,C,30,Y,31,20,P,120,0,999,N,N,N,300,0,0
4521,F,S,46,Y,31,28,P,12,132,2,N,N,N,2000,0,0
4523,F,S,34,Y,31,1,P,84,0,950,N,N,N,500,0,0
4527,M,C,55,Y,31,12,A,300,96,305,N,N,N,1412,2,0
4528,F,C,36,Y,31,18,P,96,156,950,N,N,N,900,1,0
4530,F,C,52,Y,31,23,P,48,252,25,N,N,N,215,0,0
4535,F,S,25,Y,31,20,A,12,12,654,N,N,N,229,0,0
4539,F,S,62,N,50,18,A,180,360,999,N,N,N,1500,0,0
4540,F,S,20,Y,31,18,P,240,12,79,N,N,N,800,0,0
4542,F,S,18,Y,31,20,P,216,0,801,N,N,N,220,0,0
4543,F,D,38,Y,50,20,P,288,48,60,N,N,N,198,0,0
4545,F,C,35,Y,31,8,P,24,0,713,N,N,N,1233,0,0
4546,F,C,37,Y,50,18,P,84,120,950,N,N,N,300,0,0
4548,F,C,36,Y,31,12,P,360,12,999,N,N,N,663,0,0
4550,F,O,28,N,50,18,P,264,12,56,N,N,N,190,0,1
4552,F,S,23,Y,31,12,P,276,24,999,N,N,N,1000,0,0
4554,F,S,20,Y,5,20,P,240,12,654,N,N,N,277,0,0
4555,F,S,19,Y,50,16,P,228,12,950,N,N,N,260,0,0
4558,F,O,33,Y,31,28,P,288,96,950,N,N,N,769,0,0
4560,M,C,33,Y,5,12,P,36,48,522,N,N,N,760,1,0
4562,F,S,39,N,31,8,P,12,12,60,N,N,N,180,0,0
4568,F,D,39,Y,31,18,A,36,216,262,N,N,N,1895,0,1
4579,F,S,43,Y,31,8,P,300,0,950,N,N,N,300,0,0
4581,F,S,22,N,31,20,P,264,12,950,N,N,N,750,0,0
4582,M,C,63,Y,31,12,A,180,0,515,N,N,N,4246,1,0
4583,M,C,45,Y,31,16,A,12,12,999,N,N,N,0,0,0
4587,F,C,30,Y,31,18,P,120,24,60,N,N,N,450,0,0
4591,M,C,35,Y,31,8,O,12,12,952,N,N,N,268,0,1
4592,F,S,50,Y,31,8,P,60,60,703,N,N,N,738,0,1
4596,M,C,34,Y,31,28,P,36,144,219,N,N,N,992,1,0
4597,M,O,52,Y,31,25,A,24,12,13,N,N,N,1168,0,0
4599,F,S,19,Y,31,20,P,228,24,950,N,N,N,500,0,1
4603,F,S,22,Y,31,25,P,264,12,26,N,N,N,180,0,1
4607,F,C,43,Y,31,8,A,24,60,950,N,N,N,400,0,0
4608,F,C,43,N,50,20,P,360,36,205,N,N,N,190,0,0
4609,M,C,42,Y,31,18,P,168,240,950,N,N,N,1500,0,0
4610,F,C,24,N,50,28,P,288,36,801,N,N,N,237,0,0
4612,F,C,37,Y,31,8,P,12,60,132,N,N,N,634,1,0
4613,F,C,31,Y,31,3,P,24,12,165,N,N,N,250,0,0
4616,F,C,45,Y,31,16,P,216,0,999,N,N,N,1000,0,0
4618,M,S,21,Y,31,12,A,12,60,950,N,N,N,450,0,1
4620,F,O,39,Y,31,25,P,12,0,999,N,N,N,0,0,0
4622,F,C,58,Y,31,20,P,216,48,13,N,N,N,180,0,0
4624,F,S,34,Y,23,18,P,240,24,35,N,N,N,572,0,1
4629,M,S,21,Y,31,12,P,24,12,514,N,N,N,0,0,1
4637,F,O,30,Y,31,8,P,360,24,305,N,N,N,1000,0,1
4639,F,S,20,Y,31,18,P,132,12,29,N,N,N,405,0,1
4640,F,S,58,Y,31,28,P,480,120,13,N,N,N,180,0,1
4641,F,S,59,Y,50,20,P,444,60,65,N,N,N,500,0,0
4642,F,S,37,Y,31,8,A,0,24,863,N,N,N,1200,0,1
4647,M,C,36,Y,31,3,P,144,24,999,N,N,N,452,0,0
4648,M,S,37,Y,5,1,P,12,36,728,N,N,N,2000,0,0
4650,F,S,20,Y,31,8,C,240,12,999,N,N,N,260,0,0
4655,F,C,34,Y,31,28,P,168,168,713,N,N,N,900,0,0
4660,F,S,22,Y,31,25,P,12,12,703,N,N,N,181,0,0
4661,F,V,67,Y,31,12,P,828,240,13,N,N,N,400,0,0
4662,F,S,50,Y,31,12,P,336,336,704,N,N,N,2624,0,0
4667,M,C,35,Y,31,8,P,300,0,707,N,N,N,367,0,0
4668,M,O,31,Y,31,12,P,12,12,305,N,N,N,900,0,0
4669,M,S,24,N,50,28,P,60,72,999,N,N,N,700,0,1
4674,M,S,19,Y,31,20,P,180,36,999,N,N,N,300,1,1
4675,M,C,64,Y,5,18,P,240,72,952,N,N,N,226,0,0
4677,F,C,73,Y,31,22,P,180,24,707,N,N,N,550,0,0
4680,F,S,62,Y,31,18,O,408,408,991,N,N,N,280,0,0
4683,F,S,25,Y,31,8,P,120,0,38,N,N,N,447,0,0
4690,M,S,42,Y,31,28,P,480,72,863,N,N,N,854,0,0
4691,F,S,19,Y,31,12,P,168,12,42,N,N,N,465,0,0
4697,F,S,19,Y,31,8,P,24,24,205,N,N,N,220,0,1
4702,F,D,47,Y,5,20,P,0,24,131,N,N,N,500,0,0
4703,F,S,21,N,31,23,P,12,12,61,N,N,N,350,0,1
4704,F,C,46,Y,31,18,P,240,240,703,N,N,N,620,2,0
4705,F,S,16,Y,31,20,C,360,144,999,N,N,N,329,0,0
4708,F,S,20,Y,31,8,P,24,36,950,N,N,N,200,0,1
4709,F,S,21,Y,50,8,P,240,12,950,N,N,N,450,0,0
4713,F,S,51,Y,31,25,P,180,60,13,N,N,N,180,0,0
4714,F,V,70,Y,31,18,P,12,0,13,N,N,N,1300,2,0
4719,M,S,34,N,50,20,P,240,84,714,N,N,N,574,0,0
4721,M,O,33,Y,50,1,P,144,36,804,N,N,N,1200,0,1
4722,M,S,36,Y,31,25,P,360,24,202,N,N,N,850,1,1
4729,M,C,33,Y,50,25,P,120,120,950,N,N,N,1800,0,0
4730,F,S,53,N,50,9,A,84,48,704,N,N,N,997,1,1
4732,F,S,24,N,31,18,A,0,0,33,N,N,N,300,0,0
4733,F,C,36,N,50,28,P,132,120,950,N,N,N,200,0,0
4737,F,V,54,N,50,25,P,324,36,703,N,N,N,234,0,1
4740,F,S,25,Y,31,28,P,120,12,999,N,N,N,1500,1,0
4741,F,S,18,N,50,20,C,216,12,654,N,N,N,318,0,1
4743,F,S,20,Y,31,12,P,204,12,40,N,N,N,250,0,1
4744,F,C,20,Y,31,12,P,12,12,123,N,N,N,400,0,0
4747,F,S,20,Y,31,8,P,240,12,168,N,N,N,1000,1,0
4748,F,S,19,Y,31,12,C,84,0,801,N,N,N,400,0,0
4754,F,O,47,Y,31,20,P,84,60,853,N,N,N,560,0,0
4760,F,S,23,N,31,18,C,276,72,131,N,N,N,280,0,0
4761,M,S,20,Y,31,6,A,24,24,301,N,N,N,400,0,0
4762,F,V,53,N,50,20,P,48,300,130,N,N,N,515,1,0
4764,F,C,22,Y,31,12,P,120,12,801,N,N,N,330,0,0
4768,F,S,31,N,31,18,P,60,60,89,N,N,N,300,0,1
4772,F,S,18,Y,5,28,C,120,0,40,N,N,N,300,0,0
4775,M,C,43,Y,31,12,P,96,300,514,N,N,N,1510,0,0
4776,F,C,32,Y,31,20,P,60,60,999,N,N,N,700,0,0
4778,F,C,46,Y,31,3,P,192,264,905,N,N,N,1600,1,0
4779,M,S,23,Y,31,18,A,12,12,26,N,N,N,185,0,1
4785,F,C,54,Y,31,23,A,96,108,165,N,N,N,500,0,0
4786,F,C,38,Y,31,18,P,180,72,999,N,N,N,800,0,0
4787,F,C,59,Y,31,12,P,444,0,720,N,N,N,0,0,0
4793,M,S,20,Y,31,12,C,144,12,508,N,N,N,492,0,1
4795,F,S,21,Y,50,18,P,12,0,806,N,N,N,180,0,0
4797,M,C,28,Y,31,25,A,24,96,999,N,N,N,1875,0,0
4798,M,S,35,N,50,18,O,72,12,702,N,N,N,516,1,0
4799,F,C,28,Y,31,12,P,240,84,992,N,N,N,1167,1,0
4803,F,C,65,Y,31,8,P,336,240,713,N,N,N,1150,1,0
4804,F,S,25,N,50,28,P,120,0,999,N,N,N,500,0,1
4805,F,C,40,Y,31,8,P,180,144,19,N,N,N,1365,0,1
4807,M,S,20,N,50,12,C,216,0,38,N,N,N,274,0,0
4808,M,S,25,Y,31,8,O,48,48,707,N,N,N,430,1,0
4809,F,C,32,Y,24,28,P,168,12,853,N,N,N,300,0,0
4813,F,S,41,Y,31,12,P,36,0,305,N,N,N,350,0,0
4814,F,C,37,Y,31,28,P,12,0,950,N,N,N,0,0,0
4816,F,S,20,Y,31,20,P,120,0,40,N,N,N,280,0,1
4818,F,V,62,Y,31,12,P,348,72,703,N,N,N,496,1,0
4822,F,C,22,Y,50,12,P,264,0,999,N,N,N,392,0,0
4823,F,D,48,Y,31,8,P,36,48,801,N,N,N,415,0,0
4831,F,S,54,Y,31,12,A,120,180,525,N,N,N,310,0,0
4833,M,C,48,Y,31,8,P,120,0,999,N,N,N,338,0,1
4836,M,S,23,Y,31,12,P,144,0,999,N,N,N,400,0,0
4837,M,C,43,Y,31,12,P,156,252,921,N,N,N,2000,1,0
4845,F,D,27,Y,31,25,P,120,60,305,N,N,N,900,0,0
4846,M,O,23,Y,50,18,P,36,48,514,N,N,N,1214,1,1
4847,M,S,26,Y,31,28,P,312,0,999,N,N,N,430,0,1
4848,F,C,45,Y,31,18,P,336,60,999,N,N,N,400,0,0
4851,M,C,32,N,31,28,P,48,12,703,N,N,N,300,0,1
4854,F,C,53,Y,31,12,P,300,300,131,N,N,N,450,0,0
4855,F,O,32,N,50,8,A,120,12,60,N,N,N,189,0,0
4859,M,C,63,Y,31,12,P,252,168,42,N,N,N,827,0,0
4861,M,C,25,N,50,12,P,24,84,514,N,N,N,993,1,0
4863,F,S,46,N,50,18,P,24,36,950,N,N,N,2000,0,0
4865,F,C,42,Y,31,12,P,108,228,863,N,N,N,1558,0,0
4870,F,C,63,Y,31,20,P,240,24,720,N,N,N,1205,0,1
4872,F,S,41,Y,31,6,A,0,12,654,N,N,N,370,0,0
4873,M,O,26,Y,5,8,C,72,12,508,N,N,N,806,1,0
4876,F,S,18,Y,31,28,P,192,24,713,N,N,N,220,0,1
4877,M,O,49,Y,50,8,P,204,0,950,N,N,N,800,0,0
4879,F,D,39,Y,31,3,P,60,60,950,N,N,N,600,0,0
4882,F,S,39,Y,31,25,C,384,72,24,N,N,N,240,0,0
4883,F,C,40,Y,31,18,P,60,12,100,N,N,N,500,0,0
4886,F,C,37,Y,31,23,A,36,24,950,N,N,N,500,0,0
4894,F,C,45,Y,31,20,P,192,192,950,N,N,N,1200,0,0
4898,F,S,24,N,50,25,A,12,24,205,N,N,N,580,0,1
4902,M,S,19,Y,31,28,A,48,0,999,N,N,N,500,0,1
4903,F,S,23,N,50,8,P,228,12,999,N,N,N,474,0,1
4904,F,C,50,Y,31,12,P,48,0,720,N,N,N,593,0,0
4905,M,C,45,Y,31,8,P,132,240,263,N,N,N,1700,1,0
4906,F,S,21,Y,31,20,P,252,12,30,N,N,N,330,0,0
4907,F,S,43,Y,50,18,P,24,0,703,N,N,N,1250,1,0
4909,F,C,43,Y,31,28,P,540,24,165,N,N,N,900,0,0
4910,F,V,52,Y,31,11,P,240,0,166,N,N,N,600,0,0
4912,F,S,18,Y,31,8,A,96,12,801,N,N,N,198,0,1
4913,M,S,19,Y,31,28,P,0,0,26,N,N,N,240,0,1
4915,M,C,27,N,50,8,P,324,48,522,N,N,N,560,1,0
4919,F,S,20,Y,31,11,P,180,12,999,N,N,N,226,0,0
4920,F,S,26,Y,50,12,P,312,36,26,N,N,N,200,0,1
4921,M,C,40,Y,50,8,P,216,12,707,N,N,N,332,0,0
4922,F,O,26,Y,31,25,P,12,60,717,N,N,N,3800,1,0
4926,F,C,60,Y,31,18,P,540,12,703,N,N,N,180,0,0
4927,F,S,35,Y,31,12,P,24,84,950,N,N,N,1000,0,0
4932,F,C,38,Y,31,18,P,456,228,712,N,N,N,1200,0,0
4935,F,S,36,Y,31,25,P,324,108,728,N,N,N,800,0,0
4936,M,C,32,Y,31,1,P,120,48,992,N,N,N,545,1,0
4938,F,O,20,N,31,28,P,12,12,950,N,N,N,300,0,0
4940,F,S,22,Y,31,28,P,60,0,950,N,N,N,350,0,0
4941,F,C,71,Y,31,12,P,12,12,13,N,N,N,650,2,0
4944,F,O,25,Y,50,8,P,48,84,999,N,N,N,600,0,0
4951,F,S,27,Y,31,11,P,60,60,205,N,N,N,300,0,1
4952,M,S,39,Y,23,20,P,360,216,999,N,N,N,1677,0,0
4954,M,S,19,Y,31,18,C,0,0,950,N,N,N,600,0,0
4961,M,C,56,Y,50,28,P,204,84,13,N,N,N,3536,0,0
4969,M,C,46,Y,31,20,P,120,12,19,N,N,N,979,1,0
4970,F,C,53,Y,50,8,P,180,120,704,N,N,N,2694,0,0
4972,F,C,53,N,50,28,P,420,84,950,N,N,N,400,0,1
4974,F,S,29,Y,31,12,P,348,12,40,N,N,N,359,0,0
4976,F,S,41,Y,31,12,P,144,12,159,N,N,N,400,0,0
4977,F,S,36,N,50,25,P,156,144,855,N,N,N,280,0,0
4979,M,C,22,N,50,20,P,264,12,60,N,N,N,600,0,1
4987,F,C,50,Y,31,20,P,384,132,222,N,N,N,1100,1,0
4991,F,S,38,Y,31,12,P,360,24,999,N,N,N,600,0,0
4993,F,S,32,Y,31,28,P,348,24,100,N,N,N,400,0,1
4995,M,C,50,Y,31,12,P,240,204,717,N,N,N,2535,2,0
4996,M,S,31,Y,31,18,A,24,36,950,N,N,N,400,0,0
4997,M,C,42,Y,31,12,P,96,12,953,N,N,N,398,2,1
4998,F,S,26,N,50,12,A,12,12,40,N,N,N,191,0,0
5000,F,D,26,Y,49,20,C,36,12,853,N,N,N,288,0,0
5003,F,S,19,Y,31,12,A,12,12,26,N,N,N,300,0,0
5004,M,C,55,Y,31,8,P,120,0,515,N,N,N,2986,2,0
5005,M,S,25,Y,24,12,C,120,0,999,N,N,N,546,0,0
5006,M,S,24,Y,31,16,P,156,0,713,N,N,N,900,0,0
5008,M,O,35,Y,31,28,P,12,60,707,N,N,N,326,0,0
5013,F,S,22,Y,31,12,P,264,36,801,N,N,N,313,0,1
5015,F,S,26,Y,50,18,A,48,24,210,N,N,N,800,0,0
5016,F,O,34,Y,50,25,P,120,12,165,N,N,N,400,0,1
5017,F,S,19,Y,8,12,C,120,12,26,N,N,N,180,0,0
5018,F,S,35,Y,50,12,P,240,132,72,N,N,N,460,0,1
5020,F,C,41,Y,50,12,P,168,144,150,N,N,N,1032,1,0
5025,F,S,19,Y,5,8,P,228,36,853,N,N,N,270,0,0
5029,F,S,19,N,50,18,A,12,24,653,N,N,N,298,0,0
5030,F,S,22,N,50,25,P,24,84,61,N,N,N,650,0,0
5031,M,S,19,N,31,28,O,12,24,118,N,N,N,235,0,0
5032,F,S,25,Y,50,12,P,36,36,159,N,N,N,800,1,1
5033,F,S,39,Y,31,16,A,48,0,40,N,N,N,230,0,0
5035,M,S,23,Y,31,3,P,120,0,717,N,N,N,800,0,0
5038,F,S,35,Y,31,25,P,72,24,999,N,N,N,225,0,0
5039,M,D,45,Y,31,3,P,276,12,999,N,N,N,1400,1,0
5043,M,S,25,N,50,25,P,216,0,801,N,N,N,280,0,1
5044,F,S,41,Y,31,20,P,492,12,131,N,N,N,247,1,0
5045,F,S,33,Y,31,12,A,48,0,999,N,N,N,700,0,0
5049,F,S,19,Y,31,18,P,120,12,950,N,N,N,240,0,0
5050,F,S,53,N,50,18,P,240,144,703,N,N,N,547,0,1
5052,F,S,25,Y,31,12,A,48,0,38,N,N,N,580,0,1
5057,M,S,31,Y,31,18,P,360,48,732,N,N,N,570,0,0
5058,M,S,23,Y,31,20,P,120,24,26,N,N,N,220,0,0
5060,M,C,50,Y,31,8,P,600,36,305,N,N,N,1000,0,0
5061,F,D,30,Y,31,12,P,36,12,711,N,N,N,4000,0,0
5063,F,V,40,N,31,8,P,120,12,999,N,N,N,292,0,0
5064,F,S,31,N,31,8,P,72,156,24,N,N,N,697,0,0
5068,F,C,50,N,50,18,P,84,0,950,N,N,N,200,0,0
5071,F,S,55,Y,31,11,P,420,36,205,N,N,N,900,0,0
5072,F,C,30,Y,31,23,P,120,12,999,N,N,N,257,0,1
5073,F,C,56,Y,31,18,P,300,132,13,N,N,N,778,0,0
5074,F,D,56,Y,31,18,P,156,96,13,N,N,N,214,0,0
